review,voted_up,created_at
good game,1,2026-05-09 23:18:01
We Love to Play a Game with OG Friends,1,2026-05-09 22:34:51
"sorry i cant pay u for ranked game so u leaving me to play against 500lvl players 
i remmemberd this game as good one but today its trash",0,2026-05-09 22:20:09
worst game ever,0,2026-05-09 22:15:55
"gamblers paradise, bad matchmaking and a million different controls for no reason",0,2026-05-09 22:15:48
recoil 😡😡😡,0,2026-05-09 21:58:40
.,1,2026-05-09 21:40:20
"♥♥♥♥ game
",0,2026-05-09 20:52:00
"good game
",1,2026-05-09 20:35:26
a,1,2026-05-09 19:59:59
ok nhieu hack,1,2026-05-09 19:26:44
lovbely,1,2026-05-09 17:36:40
"loot, shoot.... lobby repeat :)",1,2026-05-09 17:19:00
"Khoton
",1,2026-05-09 17:04:02
da fwafawfawf,1,2026-05-09 16:44:02
game,1,2026-05-09 16:43:04
niceeee,1,2026-05-09 15:56:15
after coming back to the game after a number of years its sad to see its still absolutley full of cheaters,0,2026-05-09 15:47:24
"good game, detail is good!",1,2026-05-09 14:44:28
"game feels heavy like the movement isnt reponding good and the car movement gives ms high cortisol, this is how the game is made actually",0,2026-05-09 14:02:53
gg,1,2026-05-09 14:01:45
a,1,2026-05-09 13:40:34
realistic and fun,1,2026-05-09 13:19:06
"nice
",1,2026-05-09 13:03:38
hay,1,2026-05-09 12:29:36
"Even years after its launch, PUBG: BATTLEGROUNDS remains the gold standard for tactical battle royales because it prioritizes positioning and gunplay over high-speed movement gimmicks. The learning curve is steep, but the reward for a win—the ""Winner Winner Chicken Dinner""—is still one of the most satisfying rushes in gaming.",1,2026-05-09 09:51:47
Unplayable ... Only chinese people lvl 500 playing this ♥♥♥♥ game . server with 80 ping minimum . PUBG is dead. CHINESE SLOP,0,2026-05-09 09:41:18
"Gooner ass trash game. Sold out completely, played by mostly children and hackers. Not or, and.",0,2026-05-09 08:38:14
"yeah, its pretty good. fun game. cool players",1,2026-05-09 08:36:02
good,1,2026-05-09 08:09:30
Very Nice Gsme,1,2026-05-09 08:04:27
"its a good game, but the matchmaking is really bad imo. i have 19 hours and im at level 32, and much of the times, i got placed in a match with people with level 100+, on normal and casual mode. i think im as fast as i can possibly be to develop as a player, to ""catch up."" from 0 to level 32 in just 19 hours. im at a situation where i literally cant develop further to bridged the gap, to get good.
i dont think its much of a matchmaking system. matchmaking as a system supposed to work like a system where it can bridge the skill gaps between players, at least thats what i think. the system in the game doesnt function like that however. i play the game to have fun, and i think the matchmaking system just ruin it for me. 4/10",0,2026-05-09 07:55:12
good game. would love to see more maps and talents and some more weapons and a grapple hook and also crouch sliding,1,2026-05-09 06:50:57
Yes,1,2026-05-09 06:49:51
♥♥♥♥♥♥ company bans 1 month for saying ♥♥♥♥ you and 5 days for destroying a players experience via wall hacks and auto aims,0,2026-05-09 06:24:05
yee,1,2026-05-09 06:10:04
realistic yet game like with great mechanics and gameplay,1,2026-05-09 05:23:44
hackers just about every game.,0,2026-05-09 04:58:18
"This game is ♥♥♥♥..yet you keep playing it for some reason,,,,idk why
",1,2026-05-09 04:23:23
great training for the upcoming war,1,2026-05-09 04:22:34
"This is crap This is crap This is crap This is crap This is crap This is crap This is crap This is crap This is crap This is crap 
 это не просто дерьмо это уже ад это ваще топ жэто дку132",0,2026-05-09 04:12:23
♥♥♥♥ game,0,2026-05-09 03:28:41
Not bad? i like it,1,2026-05-09 03:04:54
Goofy mixture of military realism and half naked guys with shorts.,1,2026-05-09 03:04:49
ЕЖЕДНЕВННЫЕ БОИ ЗА МАЛОЮ ТОКМАЧКУ,1,2026-05-09 02:59:49
hello,1,2026-05-09 02:11:31
better game,1,2026-05-09 02:11:16
massive game,1,2026-05-09 02:04:19
best battle royale ever despite seeing some negative reviews that are quite ignorable,1,2026-05-09 01:48:00
"This is trash af .Everywhere hackers Zankythos is down, FIX THIS GAME ON PC",0,2026-05-09 01:08:36
เกมส์แย่มาก แครชไม่เลิกงง,0,2026-05-09 00:53:07
it's too comp now,1,2026-05-09 00:52:27
cheaters and hackers,0,2026-05-09 00:35:43
game qua kho de choi,0,2026-05-08 23:50:17
cigansky sen,1,2026-05-08 23:09:50
ok,1,2026-05-08 23:08:05
:))),1,2026-05-08 22:38:36
"我是一名普通的《绝地求生：战场》老玩家，当初真心喜欢这款游戏，为了账号、为了更好的游戏体验付出了时间与金钱，可账号被盗、无故被封之后，只剩下满心的心酸与无力。
 
我曾经无比热爱这款游戏：写实的枪战竞技手感、每一局紧张刺激的生存博弈、和队友组队拼到最后成功吃鸡的热血，都让我一次次沉浸其中。我认真打磨枪法、积累赛季奖励、用心收藏每一件皮肤与道具，一点点把账号养成了自己珍视的心血，也心甘情愿为游戏付费，只为获得更好的游玩体验，把这里当成了日常放松、结交好友的自留地。
 
可意外来得猝不及防，账号不幸被盗，等我费尽心力找回账号的那一刻，迎来的不是失而复得的喜悦，而是账号被永久封禁的冰冷通知。盗号的人恶意违规、使用外挂作弊，最后所有的恶果，却要我这个原号主、合法氪金、本分游戏的普通玩家来承担。
 
我一遍遍走申诉流程，一次次提交被盗证据，换来的永远是冰冷的模板回复，账号根本没有办法解封。自己真金白银花钱买下、用心经营许久的账号，一夜之间化为乌有。那种叫天天不应、叫地地不灵的委屈与心酸，实在难以言说。明明我没有任何违规行为，却要为他人的恶行买单；明明我是被盗的受害者，最后却成了被平台惩罚的人，所有的投入、所有的回忆、所有的热爱，全都被轻飘飘的封禁通知打碎。
 
如今回头再看，游戏本身的玩法依旧出色，但糟糕的账号安全机制、冷漠低效的被盗申诉通道，真的狠狠寒了老玩家的心。普通玩家维权无路、氪金账号被盗封后无处说理，付出的时间、金钱与热情，全都打了水漂。
 
如果问我还会不会推荐其他人入坑，我只能说：游戏本身的竞技乐趣值得肯定，但极差的账号被盗保障、不公平的连坐封禁处理，会让每一个认真游玩、真心付费的玩家随时面临一无所有的风险。如果你没有极强的账号防护能力，没有能和低效客服长期拉扯的精力，真心不建议轻易大额投入、深度扎根。只希望官方能多听听普通被盗玩家的心声，完善被盗核验机制，还给无辜受害者一个公道，别再让真心热爱游戏的人，输得一无所有。",1,2026-05-08 22:18:16
"this game is called lembabej, skins are my life, i breath skins, i live for skins, everyday i wake up i think about skins, skins, skins, skins, pubg give me skins",1,2026-05-08 22:12:54
Its PUBG no need of more words,1,2026-05-08 22:11:57
YES,1,2026-05-08 21:52:35
game chiter,0,2026-05-08 20:57:48
"pretty good, better than fortnite, once you get over all the visual aids now that the game is free to play. i prefered if it still cost money so it still looked like how it used to",1,2026-05-08 20:17:16
"IT would be fun if it wasn't for the bots and cheaters ,The worse part is that they allow the cheaters to get away with it. Even Call of duty has better anti cheats .",0,2026-05-08 19:53:46
scene,1,2026-05-08 19:50:23
nice,1,2026-05-08 19:37:23
".
",1,2026-05-08 19:23:34
"false banned 3 hours in 10/10 will get banned again
",1,2026-05-08 19:17:47
https://youtu.be/S6x59ID79Cw,1,2026-05-08 18:15:16
"những thằng khiến tao mất top 1 thì nên đi chết là vừa
",0,2026-05-08 18:07:42
"may be good
",1,2026-05-08 17:28:40
THAT'S GAME SO MUCH BUG AND PACKET LOST,0,2026-05-08 16:38:16
"I decided to give this game another chance, only to be met with constant lag, disconnects, and crashes. If the developers spent as much time fixing the actual game as they do updating the cash shop, PUBG: Battlegrounds wouldn’t be the Poop House it is today.

Giving this game a 0/10 still feels too generous. I absolutely do not recommend it — the best thing you can do is uninstall it.",0,2026-05-08 16:35:22
Good,1,2026-05-08 16:09:54
"waste time
dont play game
get your life",0,2026-05-08 16:03:49
Great game,1,2026-05-08 15:32:28
gg,1,2026-05-08 14:35:25
wasd,1,2026-05-08 12:02:19
itsvery good game,1,2026-05-08 12:02:15
good,1,2026-05-08 12:01:15
"""The most ♥♥♥♥♥♥ up joke life can play on you is letting you meet the right person at the wrong time.""
",0,2026-05-08 11:00:52
good,1,2026-05-08 11:00:52
add jiggle pysics,1,2026-05-08 10:56:26
adada,1,2026-05-08 09:14:42
i Crossed the pewdiepie bridge back in the day good times,1,2026-05-08 08:36:14
"WELL FAIR ENOUGH A GAME BETTER THAN >>>>> YOU KNOW WHAT I MEAN
",1,2026-05-08 07:14:25
$,1,2026-05-08 07:05:11
better than CS...,1,2026-05-08 06:49:18
its fun,1,2026-05-08 06:47:36
tuff,1,2026-05-08 06:42:01
the most epic battle royale ever played online together with friends and families ^_^,1,2026-05-08 06:20:24
"<3
",1,2026-05-08 05:49:43
all good until the recent update which is ass,0,2026-05-08 05:28:25
im faded,1,2026-05-08 05:00:13
xd,0,2026-05-08 04:43:03
",",1,2026-05-08 04:24:43
good game  :),1,2026-05-08 04:23:54
laggers,0,2026-05-08 04:05:22
♥♥♥♥♥♥♥ hell this game is so bad ♥♥♥♥ india,0,2026-05-08 03:59:49
"good
",1,2026-05-08 03:17:39
gg,1,2026-05-08 02:34:44
👍,1,2026-05-08 02:31:20
Ass,0,2026-05-08 02:27:14
gud but i need more optimize,1,2026-05-08 02:17:48
goood,1,2026-05-08 02:12:47
apart from the movement (which imo is clunky) its a very good game,1,2026-05-08 02:08:11
Best battle royal of all battle royal,1,2026-05-08 01:58:41
coool,1,2026-05-08 01:56:04
sassux,1,2026-05-08 01:42:20
Please just delete your whole Game,1,2026-05-08 01:39:33
Very entertaining,1,2026-05-08 00:15:13
gud,1,2026-05-07 22:48:59
very fun pvp and with friends used to play back in the day this game is very much still poppin with a huge player base,1,2026-05-07 22:47:09
Main biar keren,1,2026-05-07 21:48:17
很好玩,1,2026-05-07 21:31:45
ok,1,2026-05-07 21:02:42
ما كتير كيسة(صعبة شوي كتير),1,2026-05-07 20:59:53
Release for so long already but still got a lot of problem not solve yet,0,2026-05-07 20:13:28
Тра,1,2026-05-07 20:02:25
Love the game,1,2026-05-07 19:25:36
the game has gotten alot better since launch,1,2026-05-07 17:17:26
傻逼游戏奇迹暖暖肌无力,0,2026-05-07 16:06:34
Ts good,1,2026-05-07 14:41:12
if you like to beat your meat to your sister or enjoy eating dogs this is the game for you. nothing but incest and slanty eyed feckers on this dog water game,0,2026-05-07 12:36:09
how am I suppose to play if the game keep crashing???,0,2026-05-07 12:23:27
"This game is rilly good
",1,2026-05-07 11:30:22
Ja sam Asim Bajric iz sela Prdovo igrica kida,1,2026-05-07 10:20:09
awesome,1,2026-05-07 10:11:45
güzel oyun,1,2026-05-07 09:46:11
82% hac**ers players,0,2026-05-07 09:36:21
great game but trying to win is a ♥♥♥♥♥,1,2026-05-07 09:03:54
papagee,1,2026-05-07 07:55:54
phillipino worst nightmare,0,2026-05-07 07:23:37
.,1,2026-05-07 05:54:26
"🔫 PUBG: BATTLEGROUNDS – Trust Nobody Edition

Rating: 8/10 ☠️

Jumped from plane.
Landed safely.
Got punched to death by a naked guy.

Welcome to PUBG — where you loot for 20 minutes just to get sniped by someone sitting in a bush since 2017.

This game invented battle royale… and also invented heart attacks per second. One footstep and suddenly you’re crouching like your life depends on it (because it does).

Pros:

Pure adrenaline… like actual fear

Gunplay feels REAL (recoil = gym workout)

Winning once = ego boost for 3 business days


Cons:

Loot for 30 mins → die in 0.3 seconds

Bushes have more players than buildings

Trust issues unlocked permanently


Steam reviews are mixed (~66%) but still active and popular 


---

🪦 Verdict

Play with squad = WAR MOVIE 🎬
Play solo = THERAPY NEEDED 🧠

Recommended?
Yes 👍
But remember…

👉 *If you didn’t see them… they saw you.*",1,2026-05-07 05:45:57
NEVER AGAIN TEST TRACK ONLY,0,2026-05-07 04:59:51
too many cheater,0,2026-05-07 04:55:42
YES,1,2026-05-07 04:48:24
"gay worsy ♥♥♥♥♥♥♥ game ever
pls optimize it
\",0,2026-05-07 04:32:34
Its fun but ragebait,1,2026-05-07 04:07:32
dsa,1,2026-05-07 03:51:00
best game,1,2026-05-07 03:45:30
"hello





",1,2026-05-07 03:40:44
цуа,1,2026-05-07 03:30:37
"NEED TO BAN HACKERS 
",1,2026-05-07 02:40:34
"PUBG sits at the top of the charts with the kind of consistency that demands acknowledgment even from people who have zero interest in playing it, and I am one of those people.

Krafton essentially invented the modern battle royale template with this one. Everything from Fortnite to Warzone to every other drop in and survive game that followed owes its existence to what PUBG established, and that legacy is real regardless of how you feel about the genre it spawned. Being the blueprint matters even if the blueprint isn't your thing.

The problem is that being first and being best are different conversations and PUBG has always sat more comfortably in the former than the latter. The graphics have improved from the genuinely rough early access state but never quite shed that utilitarian quality that made the original feel like a tech demo that accidentally became a phenomenon. For a game that charges what it charges and has the playerbase it has the presentation has always felt like it was running to catch up with its own popularity.

The genre itself is the real barrier for a lot of people. Dropping into a shrinking zone with a hundred strangers and spending the first ten minutes finding a weapon is a specific kind of tension that either hooks you completely or leaves you cold, and there is no in between. If it doesn't grab you in the first few hours it never will.

Battlefield scratches the large scale multiplayer itch with actual structure, defined roles, vehicles, and objectives that make every match feel purposeful rather than arbitrary. That's a completely defensible preference and not one that requires much of a fight to justify.",0,2026-05-07 02:03:01
GG,1,2026-05-07 01:52:00
babagi,1,2026-05-07 01:28:24
i mean its a pretty good game but too many sweats,1,2026-05-07 00:48:27
game toàn hack là hack,0,2026-05-06 23:55:12
very good game  but i want to play ranked and you say i should be level 80 to play it,1,2026-05-06 23:51:19
"GOOD GAME
",1,2026-05-06 21:39:33
dddd,0,2026-05-06 19:29:22
Easy to learn and Hard to Master. Needs absolute skill to dominate.,1,2026-05-06 19:23:42
"full of cheaters, dont play this trash game",0,2026-05-06 17:24:05
LAG,0,2026-05-06 16:37:08
Its fun,1,2026-05-06 16:09:05
ok.,1,2026-05-06 16:08:15
nostalgic,1,2026-05-06 16:03:27
"Yall ♥♥♥♥♥♥ better listen the game was great and everything like this game is actually pretty good. I’m not gonna lie. I never liked PUBG because I thought the game look like ♥♥♥♥ but now playing the game is low-key fun but unfortunately just like a many other online games you’ll get band for standing up for what’s right…. 

I got banned for a whole week for team killing a bunch of racist people on my team. I’m not gonna accept none of that racist ♥♥♥♥♥♥♥♥ y’all are not gonna call me a f**ing  N-word ""er"" to my face n think you’ll get away with it. SMDD 

But other than that highly recommended :))))))))",0,2026-05-06 15:53:53
"foooking good
",1,2026-05-06 15:47:47
"I love the game mechanic and graphics, even though putting in low setting we can enjoy battel-ground map clearly and visually appealing. I would say after a long way of development of this game, lobby are real player and amazing online player world wide.",1,2026-05-06 15:36:36
good,1,2026-05-06 15:34:04
"GAME RAC ZO RAT CHAM CHAM 1 DIEM
",0,2026-05-06 15:10:55
good,1,2026-05-06 14:31:52
GOOD,1,2026-05-06 14:00:24
wow,1,2026-05-06 13:07:36
"even tho its a really hard game to play, i like what it has like the guns and health things.
",1,2026-05-06 13:04:00
Jump die jump die again. Love the parachute physics,1,2026-05-06 12:47:48
It's free and little to no cheaters in casual. No lag for my computer.,1,2026-05-06 12:45:49
"nice
",1,2026-05-06 12:20:06
⋆౨ৎ ₊˚ 💗・₊✧ ₊˚,1,2026-05-06 11:16:52
.,1,2026-05-06 11:13:56
"Good game but have so much hack, they use USB or something else",1,2026-05-06 10:02:12
great game,1,2026-05-06 09:18:10
Amazing game to spend time playing with mates.,1,2026-05-06 08:54:56
:),1,2026-05-06 08:51:55
"To the people who kill me from 2 meters away using Panzerfaust, please use it intended way.
",1,2026-05-06 08:33:35
"Muy bueno me pegue una viciada cuando recien salio alla por el 2018, lo volvi a probar hoy en 2026 y ya no es lo mismo y aparte que ahora es free to play q asco",0,2026-05-06 08:19:39
no,0,2026-05-06 07:38:10
i only intalt it coz of discord but looky fun,1,2026-05-06 07:20:52
Piece of ♥♥♥♥ game. terribly optimized.,0,2026-05-06 06:32:04
Great game to kill your time and not only!,1,2026-05-06 06:00:50
"прикольно, когда ты бегаешь и познаёшь игру и тебе в затылок прилетает пуля от задрота-китайца/индуса/турка, который всю жизнь играет в эту игру и параллельно пишет чит для неё правой лодыжкой седьмого прадеда а-ля киберспортсмена.",0,2026-05-06 05:32:10
w game 100% play,1,2026-05-06 04:55:33
can't do much without paying,0,2026-05-06 04:52:18
пум пум пум королевские битвы королевские креветки,1,2026-05-06 04:40:44
PUBG is still good 9 years later,1,2026-05-06 04:27:00
"I'm biased because I played during the golden days of this game, but it is still THE best battle royale out there by far. Nothing beats the intensity and fun of getting first place and getting kills like in this game.",1,2026-05-06 04:20:13
very good games,1,2026-05-06 04:16:02
"Stuck on black screen , file corruption",0,2026-05-06 03:49:43
"welp, i hit that magic number of 1k hours. what is there to say? not too many games give you this certain feeling that bring so many of us back after all these years. drop in with friends, scream at your teammates to pick you up, get headshot by some sweat just to report him for ""hacking"" (lol). i'm always looking for that next big game and there have been some who had their moments, but PUBG has always remained high on the list for a reason. the dev's keep it fresh with solid updates that actually feel useful to the game and community. some maps have come and gone, some are fun but erangel is forever.

the only complaints i have are that when you pull chance on crates its typically female clothing, i think it should be more 50/50. more vehicle collabs and maybe team up with less legacy car/motorcycle brands and put some more mid/ low tier options that can be had at a more reasonable rate. variety in transportation choices as well as more bicycle skins. 
download the game, play with friends, hot drop or long game. either way you shake it, there will never be another battle royale quite like PUBG.
p.s, 
dont press F in a moving vehicle",1,2026-05-06 03:10:43
generally fun game nice graphics jsut movement needs some work,1,2026-05-06 02:41:14
gg,1,2026-05-06 02:27:25
qweqqweqwe,1,2026-05-06 02:19:20
nice,1,2026-05-06 01:46:56
"The desync in this game is AWFUL. 
I rush the enemy, shoot first and still get killed. When i checked the replay, i was just running and staring at him, while apparently he was shooting at me and i wasn't shooting at all??????????
I mean... bruh.. Yeah other games have this problem but in PUBG its absolutely the worst and the most noticeable.
Also even if you get behind the cover you will get killed.


",0,2026-05-06 01:30:38
"Great concept, terrible execution and moderation.

PUBG has some of the best gameplay and concepts in the genre, but the current state of the game is frustrating. It feels like at least 40% of the player base is using anti-recoil macros, and hackers are rampant. I recorded a player for 40 minutes across two matches where they wiped out two entire lobbies (40 kills total). Despite providing video proof to the developers, they only issued a 3-day suspension.

Meanwhile, I received the same 3-day suspension just for using a proxy so I could use Discord (which is currently banned in my country). It is ridiculous that actual cheaters ruining the game get the same light ""slap on the wrist"" as someone just trying to communicate with their team. The devs need to fix their priorities.",1,2026-05-06 01:13:30
mulauuuuyooo,1,2026-05-06 00:50:35
Golden oldie,1,2026-05-06 00:36:51
Great Game,1,2026-05-06 00:34:43
nice,1,2026-05-06 00:33:50
good,1,2026-05-06 00:03:10
Szar az egész fejbelövöm 3-szor és nem hal bele,0,2026-05-06 00:01:10
I liked it better when it was just PUBG,0,2026-05-05 23:40:29
"great game although could be better optimized, especially considering the competitive nature of it",1,2026-05-05 23:14:42
good game,1,2026-05-05 22:44:48
gameok/,1,2026-05-05 22:35:53
"♥♥♥♥♥♥♥ anticheat 30 hours of every player in the game actively cheating, do not play this slop",0,2026-05-05 21:21:06
NO,0,2026-05-05 20:08:37
GOOD,1,2026-05-05 19:49:21
you cant even play in the recomended cpu any more,0,2026-05-05 19:36:27
hay,1,2026-05-05 19:30:01
гавнище,0,2026-05-05 19:17:48
"Nice
",1,2026-05-05 18:49:06
peak,1,2026-05-05 18:29:20
fortinaiti ilababajiii babajiii,1,2026-05-05 18:05:21
asdfghjkl;,1,2026-05-05 16:00:50
game hay,1,2026-05-05 14:50:35
six seven,1,2026-05-05 12:33:06
fun game,1,2026-05-05 12:17:51
FORTNITE IS BETTER THO SO DONT PLAY THIS GARBIUGE,1,2026-05-05 11:49:17
yes,1,2026-05-05 11:11:06
diriktv,1,2026-05-05 11:01:08
"Even years after its release, PUBG remains the most satisfying tactical Battle Royale on the market. The gunplay is punishing but incredibly rewarding once you master the bullet drop and recoil patterns.",1,2026-05-05 10:39:08
,1,2026-05-05 10:16:14
;,1,2026-05-05 10:12:32
bom,1,2026-05-05 10:08:12
HARD. Fun...but fudging hard lmao,1,2026-05-05 09:47:29
PHILLIPSCUTE,1,2026-05-05 09:16:24
gweat game. highwy weccomend!,1,2026-05-05 08:32:50
Good enough,1,2026-05-05 08:29:21
Biggest KOKOTINA in the world,0,2026-05-05 07:36:21
I don't like the extremely predatory gacha system. It's 2026.,0,2026-05-05 07:03:24
Is a very good game!,1,2026-05-05 06:05:30
"fun battle royal game. It is however a little less forgiving than most, but fun none the less. I just dont take me losing seriously and its tons of fun plays great on my pc.",1,2026-05-05 05:26:33
"They will never get rid of the cheaters. 2500 hours, wont play it again.",0,2026-05-05 04:46:06
this game is the best game ever but with the worst anticheat system fix it please,1,2026-05-05 04:44:24
THIS GAME IS ♥♥♥♥,0,2026-05-05 04:27:08
Herkesin kralını sikeyim,1,2026-05-05 04:03:51
GG,1,2026-05-05 03:45:13
great game but very hard to get good at makes u rage a lot,1,2026-05-05 03:35:09
"GOOD
",1,2026-05-05 03:22:40
Embrace the suck,0,2026-05-05 01:56:38
"gooning
",1,2026-05-05 01:34:06
not bad,1,2026-05-05 01:25:44
 like it so much,1,2026-05-05 00:40:30
"old graphics
terrible shooting",0,2026-05-05 00:09:18
.,1,2026-05-04 22:58:44
"best game ever
",1,2026-05-04 22:30:15
AHH GIRL LOOK AT THAT BODY,1,2026-05-04 22:08:53
good,1,2026-05-04 21:35:37
playing for few hour and got banned WTFFFFFF!!!!!!!!,0,2026-05-04 21:33:13
game is ass,0,2026-05-04 20:49:58
w,1,2026-05-04 18:12:44
GAME NHU CON CAC,0,2026-05-04 18:10:26
"Nah, unironically the playerbase is dwindling down because the current hardcore playerbase bullying every new player trying to try the game",0,2026-05-04 16:43:43
the ♥♥♥♥♥♥♥ game wont open when i click on it. It just keep shutting its self down and I have to keep reopening to it finaly works,0,2026-05-04 13:57:01
"i absolutely ♥♥♥♥♥♥♥ hate this game, 10/10",1,2026-05-04 13:50:23
"The battle royale gameplay can be fun, but everything surrounding the gameplay (laughably bad loot boxes, bizarre crafting, annoying emotes, timed events, premium content constantly being thrust in your face, a nightmarishly inefficient UI, etc) prevents me from recommending this game. Many things could be done to improve player satisfaction (like being able to exclude your least favorite map from matchmaking), but there are simply too many intentionally anti-player, profit-motivated choices in this game's design.",0,2026-05-04 13:44:07
fun game,1,2026-05-04 11:34:44
YOU HAVE TO BE GOOD,1,2026-05-04 10:45:20
"there is no pass catch up system so if you join the game late in the pass then you wont max it out. and there is just nothing you can do about it. and the game is terrible anyway. late game is AWLAYS sniper battles. ALWAYS. every match feels exactly like the previous one. if they changed snipers or maybe had a mode that removed them i think it would make the gameplay a bit better and less repetitive. because it doesn't matter how many different guns they add, at any point past the first half of the match all you are using is snipers anyway. if you don't you die. if you do, you might win but it makes every match feel the same. honestly, for the OG Battle Royale games, it should be of higher quality. I don't like Fortnite anymore but it's way higher quality than this. also the combat filters down do one shot or die mechanics and it's annoying. YOU ONE SHOT, or they one shot you. NO IN BETWEEN",0,2026-05-04 10:41:46
only reason i redownload this game was to play the Xeno Point game mode and now i find out its only for a limited time yeah I'm done bro I'm not playing this game again. i really do dislike game company's adding game modes and then only allowing you to play them for a limited time and then removing them or the game company's setting the game mode to waiting a couple weeks just to play again.,0,2026-05-04 10:35:36
"ok
",1,2026-05-04 10:31:13
"Most of the time you wait till theres 10 left and then get ♥♥♥♥ on or get ♥♥♥♥ on in 10 seconds/ 10/10 game, 10/10 skill gap",1,2026-05-04 09:37:04
unrecommend until they bring solos and FPP (Due and solo) for ranked,0,2026-05-04 09:08:58
if you like it you like it,1,2026-05-04 09:05:23
бијеш кленкере топ,1,2026-05-04 08:15:04
if you like it you like it,1,2026-05-04 07:49:24
"if you combine, old ass game, trash sound design, trash graphics, trash mechanics, trash dev work, trash anti-cheat, and rat city then; you got PUBG.",0,2026-05-04 06:54:01
GOOD,1,2026-05-04 06:49:59
sometimes i must to fight against hackers but its kinda great,1,2026-05-04 06:33:31
"good
",1,2026-05-04 05:59:54
make pubg great again,1,2026-05-04 05:33:07
oti xeirotero uparxei,1,2026-05-04 04:59:56
Crazy game name says it all,1,2026-05-04 04:36:55
The performance is awful. I dont like PvP in this game but thats more of an me problem.,0,2026-05-04 04:13:27
"Why don’t you put the game on GeForce NOW? I really want to play it but don’t have a PC. If it were available there, I believe the player base would grow significantly.",1,2026-05-04 04:09:51
this game is good,1,2026-05-04 03:36:39
"PUBG is a great game if you enjoy the realistic experience of your enemies’ bullets being made out of pure nuclear energy while yours feel like you’re gently throwing marshmallows at them. I can unload half a magazine into someone and they just turn around like I tickled them, but one random dude sneezes in my direction and I’m instantly back in the lobby. 10/10 would get destroyed again.",1,2026-05-04 03:14:08
one shot out of moving car with a Lynx from 800m away,1,2026-05-04 03:12:53
it is a nice multiplayer shooting game but it is not beginer friendly and needs plus for ranked and other matches an much more,1,2026-05-04 02:42:19
gg,1,2026-05-04 02:17:37
zaza,0,2026-05-04 02:12:46
sick,1,2026-05-04 02:09:52
Брендан Грин я твою мать ♥♥♥♥,0,2026-05-04 01:56:57
yesss very nice game,1,2026-05-04 01:45:55
"the game is fun with friends, dont play it alone or els",1,2026-05-04 01:39:56
it was super fun and hard but it was dihtastic,1,2026-05-04 01:39:29
cool,1,2026-05-04 01:36:55
"cool
",1,2026-05-04 01:34:39
tried playing it again after a few years just to run around for 10mins and then get oneshot by a sniper,0,2026-05-04 01:10:30
very laggy game,0,2026-05-04 00:08:13
qwe,1,2026-05-04 00:05:26
"Good game , good graphics but the gameplay could be improved a bit",1,2026-05-04 00:01:29
i've been playing this game 7 and half years now i have more than 12K hours on this game and i have to say it is so unplayble from cheater that you cantr progress your skills cause you fall and you die thats all and ranked is mixed of playersa with low level accounts that would tear you apart and they cant do ♥♥♥♥ about it so yeah no even recomending tryin piece of garbage and waste of money as well as waste of time... regrets for them cause i used to enjoy it so much,0,2026-05-03 23:58:45
Play it or Els,1,2026-05-03 23:29:40
nice game,1,2026-05-03 23:11:15
